LOCATION:  P4
TEST TYPE:  All
DATES:   1/01/15 to 11/10/15
Date ,Skid ID ,Skid ID2 ,Line ,Product ,Lot Code ,Test Type ,Prim. Resin ,% ,Sec. Resin ,% ,Additive 1 ,% ,Additive 2 ,% ,Additive 3 ,% ,Array ,Dart Spec ,Dart Offline ,Dart Ratio ,Tear Spec ,MD Tear Offline ,MD Tear Ratio ,TD Tear Offline ,TD Tear Ratio ,Opacity ,Gauge Spec ,Min ,Avg. ,Range ,Low ,Gauge CoV ,Gauge Retest ,QA Tag Number1 ,QA Tag Number2 ,Comment ,Dart 1 Day ,Dart 2 Weeks ,Dart 3 Months ,Tear 1 Day ,Tear 2 Weeks ,Tear 3 Months
2015/02/04 , 0019773541 , 0019773542 , 436  , DSRS913W-2      , 035154     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0442 ,  1.116 , 00460 , 00483 ,  1.050 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .390 ,    .650 ,      ,         ,         ,         , 19773541-42               ,      ,      ,      ,       ,       ,
2015/02/04 , 0019773540 , 0019773539 , 436  , DSRS913W-2      , 035154     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0460 ,  1.161 , 00460 , 00478 ,  1.039 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .440 ,    .650 ,      ,         ,         ,         , 19773540-39               ,      ,      ,      ,       ,       ,
2015/02/04 , 0019773545 , 0019773546 , 436  , DSRS913W-2      , 035152     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0398 ,  1.005 , 00460 , 00486 ,  1.056 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .410 ,    .650 ,      ,         ,         ,         , ID 19773545-46            ,      ,      ,      ,       ,       ,
2015/02/04 , 0019773543 , 0019773544 , 436  , DSRS913W-2      , 035152     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0448 ,  1.131 , 00460 , 00450 ,   .978 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .880 ,    .360 ,    .740 ,      ,         ,         ,         , ID 19773543-44            ,      ,      ,      ,       ,       ,
2015/02/05 , 0019789355 , 0019789356 , 436  , DSRS913W-2      , 036154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0448 ,  1.131 , 00460 , 00482 ,  1.047 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .460 ,    .630 ,      ,         ,         ,         , 19789355-56               ,      ,      ,      ,       ,       ,
2015/02/05 , 0019773538 , 0019773537 , 436  , DSRS913W-2      , 036152     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0396 ,  1.000 , 00460 , 00466 ,  1.013 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .890 ,    .380 ,    .730 ,      ,         ,         ,         , 19773538-37               ,      ,      ,      ,       ,       ,
2015/02/05 , 0000000000 , 0000000000 , 436  , DSRS913W-2      , 036152     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0388 ,   .979 , 00460 , 00484 ,  1.052 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .410 ,    .620 ,      ,         ,         ,         , QA40894-95  19773535-36   ,      ,      ,      ,       ,       ,
2015/02/05 , 0000000000 , 0000000000 , 436  , DSRS913W-2      , 036152     ,   , NTX141          ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00396 , 0466 ,  1.176 , 00460 , 00513 ,  1.115 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .460 ,    .640 ,      ,         ,         ,         , NO SKID                   ,      ,      ,      ,       ,       ,
2015/02/06 , 0019789348 , 0019789347 , 436  , DSRS913W-1      , 037154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00453 ,  1.510 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .360 ,    .670 ,      ,         ,         ,         , 19789348-47               ,      ,      ,      ,       ,       ,
2015/02/06 , 0019789349 , 0019789350 , 436  , DSRS913W-1      , 037152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00454 ,  1.513 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .440 ,    .650 ,      ,         ,         ,         , ID 19789349-50            ,      ,      ,      ,       ,       ,
2015/02/07 , 0019789338 , 0019789337 , 436  , DSRS913W-1      , 038154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0496 ,  1.347 , 00300 , 00539 ,  1.796 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .900 ,    .430 ,    .680 ,      ,         ,         ,         , 19789338-37               ,      ,      ,      ,       ,       ,
2015/02/07 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 038152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00414 ,  1.380 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .790 ,    .320 ,    .620 ,      ,         ,         ,         , QA40935-36  19789341-42   ,      ,      ,      ,       ,       ,
2015/02/07 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 038152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00431 ,  1.436 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .810 ,    .390 ,    .600 ,      ,         ,         ,         , QA40942-3  19789340-39    ,      ,      ,      ,       ,       ,
2015/02/08 , 0019789334 , 0019789333 , 436  , DSRS913W-1      , 039151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0490 ,  1.331 , 00300 , 00571 ,  1.903 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .410 ,    .620 ,      ,         ,         ,         , 19789334/33               ,      ,      ,      ,       ,       ,
2015/02/08 , 0019789330 , 0019789329 , 436  , DSRS913W-1      , 039151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0424 ,  1.152 , 00300 , 00356 ,  1.186 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .280 ,    .690 ,      ,         ,         ,         , 19789330/29               ,      ,      ,      ,       ,       ,
2015/02/08 , 0019789328 , 0019789327 , 436  , DSRS913W-1      , 039153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0388 ,  1.054 , 00300 , 00514 ,  1.713 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .340 ,    .710 ,      ,         ,         ,         , 19789328-27               ,      ,      ,      ,       ,       ,
2015/02/09 , 0019789317 , 0019789316 , 436  , DSRS913W-1      , 040153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0394 ,  1.070 , 00300 , 00510 ,  1.700 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .910 ,    .420 ,    .730 ,      ,         ,         ,         , 19789317-16               ,      ,      ,      ,       ,       ,
2015/02/09 , 0019789324 , 0019789323 , 436  , DSRS913W-1      , 040151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0424 ,  1.152 , 00300 , 00376 ,  1.253 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .410 ,    .680 ,      ,         ,         ,         , ID 19789324-23            ,      ,      ,      ,       ,       ,
2015/02/09 , 0019789322 , 0019789321 , 436  , DSRS913W-1      , 040151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0400 ,  1.086 , 00300 , 00509 ,  1.696 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .880 ,    .360 ,    .710 ,      ,         ,         ,         , ID 19789322-21            ,      ,      ,      ,       ,       ,
2015/02/10 , 0019789310 , 0019789311 , 436  , DSRS913W-1      , 041151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0478 ,  1.298 , 00300 , 00483 ,  1.610 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .360 ,    .660 ,      ,         ,         ,         , ID 19789310-11            ,      ,      ,      ,       ,       ,
2015/02/10 , 0019789312 , 0019789313 , 436  , DSRS913W-1      , 041151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0418 ,  1.135 , 00300 , 00407 ,  1.356 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .420 ,    .730 ,      ,         ,         ,         , ID 19789312-13            ,      ,      ,      ,       ,       ,
2015/02/10 , 0019789309 , 0019789308 , 436  , DSRS913W-1      , 041153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00572 ,  1.906 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .380 ,    .700 ,      ,         ,         ,         , 19789309-08               ,      ,      ,      ,       ,       ,
2015/02/11 , 0019812671 , 0019812670 , 436  , DSRS913W-1      , 042151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00373 ,  1.243 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .420 ,    .690 ,      ,         ,         ,         , ID 19812671-70            ,      ,      ,      ,       ,       ,
2015/02/11 , 0019812669 , 0019812668 , 436  , DSRS913W-1      , 042151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00334 ,  1.113 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .350 ,    .710 ,      ,         ,         ,         , ID 19812669-68            ,      ,      ,      ,       ,       ,
2015/02/11 , 0019812667 , 0019812666 , 436  , DSRS913W-1      , 042153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00514 ,  1.713 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .360 ,    .720 ,      ,         ,         ,         , 19812667-66               ,      ,      ,      ,       ,       ,
2015/02/12 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 043154     , A , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00413 ,  1.376 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .880 ,    .400 ,    .690 ,      ,         ,         ,         , NA                        ,  466 ,  454 ,  424 ,   534 ,   573 ,   454
2015/02/12 , 0019812657 , 0019812656 , 436  , DSRS913W-1      , 043154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00472 ,  1.573 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .390 ,    .690 ,      ,         ,         ,         , 19812657-56               ,      ,      ,      ,       ,       ,
2015/02/12 , 0019812662 , 0019812663 , 436  , DSRS913W-1      , 043152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0460 ,  1.250 , 00300 , 00456 ,  1.520 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .880 ,    .430 ,    .700 ,      ,         ,         ,         , ID 19812662-63            ,      ,      ,      ,       ,       ,
2015/02/12 , 0019812660 , 0019812661 , 436  , DSRS913W-1      , 043152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0400 ,  1.086 , 00300 , 00459 ,  1.530 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .920 ,    .440 ,    .690 ,      ,         ,         ,         , ID 19812660-61            ,      ,      ,      ,       ,       ,
2015/02/13 , 0019812649 , 0019812648 , 436  , DSRS913W-1      , 044154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0466 ,  1.266 , 00300 , 00515 ,  1.716 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .340 ,    .640 ,      ,         ,         ,         , 19812649-48               ,      ,      ,      ,       ,       ,
2015/02/13 , 0019812653 , 0019812652 , 436  , DSRS913W-1      , 044152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00351 ,  1.170 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .430 ,    .660 ,      ,         ,         ,         , S19812653-52              ,      ,      ,      ,       ,       ,
2015/02/13 , 0019812651 , 0019812650 , 436  , DSRS913W-1      , 044152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00366 ,  1.220 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .430 ,    .650 ,      ,         ,         ,         , S19812651-50              ,      ,      ,      ,       ,       ,
2015/02/14 , 0019834772 , 0019834771 , 436  , DSRS913W-1      , 045154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00474 ,  1.580 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .360 ,    .640 ,      ,         ,         ,         , 19834772-71               ,      ,      ,      ,       ,       ,
2015/02/14 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 045152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0412 ,  1.119 , 00300 , 00459 ,  1.530 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .800 ,    .320 ,    .630 ,      ,         ,         ,         , ID 19834775-76  39905-06  ,      ,      ,      ,       ,       ,
2015/02/14 , 0019834773 , 0019834774 , 436  , DSRS913W-1      , 045152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00422 ,  1.406 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .400 ,    .670 ,      ,         ,         ,         , ID 19834773-74            ,      ,      ,      ,       ,       ,
2015/02/15 , 0019834761 , 0019834762 , 436  , DSRS913W-1      , 046154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0460 ,  1.250 , 00300 , 00483 ,  1.610 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .880 ,    .430 ,    .690 ,      ,         ,         ,         , 19834761-62               ,      ,      ,      ,       ,       ,
2015/02/15 , 0019834767 , 0019834768 , 436  , DSRS913W-1      , 046152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00316 ,  1.053 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .320 ,    .680 ,      ,         ,         ,         , S19834767-68              ,      ,      ,      ,       ,       ,
2015/02/15 , 0019834765 , 0019834766 , 436  , DSRS913W-1      , 046152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0502 ,  1.364 , 00300 , 00360 ,  1.200 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .330 ,    .700 ,      ,         ,         ,         , S19834765-66              ,      ,      ,      ,       ,       ,
2015/02/15 , 0019834763 , 0019834764 , 436  , DSRS913W-1      , 046152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00352 ,  1.173 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .440 ,    .620 ,      ,         ,         ,         , S19834763-64              ,      ,      ,      ,       ,       ,
2015/02/16 , 0019839243 , 0019839244 , 436  , DSRS913W-1      , 047151     ,   ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0550 ,  1.494 , 00300 , 00366 ,  1.220 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .430 ,    .680 ,      ,         ,         ,         , ID 19839243-44            ,      ,      ,      ,       ,       ,
2015/02/16 , 0019839241 , 0019839242 , 436  , DSRS913W-1      , 047151     ,   ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0430 ,  1.168 , 00300 , 00416 ,  1.386 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .460 ,    .700 ,      ,         ,         ,         , ID 19839241-42            ,      ,      ,      ,       ,       ,
2015/02/16 , 0019839236 , 0019839235 , 436  , DSRS913W-1      , 047153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00475 ,  1.583 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .480 ,    .620 ,      ,         ,         ,         , 19839236-35               ,      ,      ,      ,       ,       ,
2015/02/17 , 0019839231 , 0019839230 , 436  , DSRS913W-1      , 048151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00488 ,  1.626 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .350 ,    .640 ,      ,         ,         ,         , ID 19839231-30            ,      ,      ,      ,       ,       ,
2015/02/17 , 0019839229 , 0019839228 , 436  , DSRS913W-1      , 048151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0490 ,  1.331 , 00300 , 00356 ,  1.186 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .430 ,    .630 ,      ,         ,         ,         , ID 19839229-28            ,      ,      ,      ,       ,       ,
2015/02/17 , 0019839228 , 0019839229 , 436  , DSRS913W-1      , 048153     , A , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0490 ,  1.331 , 00300 , 00499 ,  1.663 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .270 ,    .730 ,      ,         ,         ,         , 19839228-29               ,  406 ,  454 ,  448 ,   554 ,   518 ,   527
2015/02/18 , 0019839220 , 0019839221 , 436  , DSRS913W-1      , 049151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00356 ,  1.186 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .800 ,    .440 ,    .590 ,      ,         ,         ,         , ID 19839220-21            ,      ,      ,      ,       ,       ,
2015/02/18 , 0019839219 , 0019839218 , 436  , DSRS913W-1      , 049151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0466 ,  1.266 , 00300 , 00388 ,  1.293 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .810 ,    .460 ,    .670 ,      ,         ,         ,         , ID 19839219-18            ,      ,      ,      ,       ,       ,
2015/02/18 , 0019839217 , 0019839216 , 436  , DSRS913W-1      , 049153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00484 ,  1.613 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .320 ,    .690 ,      ,         ,         ,         , 19839217-16               ,      ,      ,      ,       ,       ,
2015/02/19 , 0019839210 , 0019839209 , 436  , DSRS913W-1      , 050151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0406 ,  1.103 , 00300 , 00399 ,  1.330 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .460 ,    .650 ,      ,         ,         ,         , ID 19839210-09            ,      ,      ,      ,       ,       ,
2015/02/19 , 0019839208 , 0019839207 , 436  , DSRS913W-1      , 050151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0374 ,  1.016 , 00300 , 00466 ,  1.553 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .340 ,    .670 ,      ,         ,         ,         , ID 19839208-07            ,      ,      ,      ,       ,       ,
2015/02/19 , 0019839206 , 0019839205 , 436  , DSRS913W-1      , 050153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00512 ,  1.706 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .320 ,    .690 ,      ,         ,         ,         , 19839206-05               ,      ,      ,      ,       ,       ,
2015/02/20 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 051152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0502 ,  1.364 , 00300 , 00419 ,  1.396 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .440 ,    .670 ,      ,         ,         ,         , ID 19839199-200           ,      ,      ,      ,       ,       ,
2015/02/21 , 0019839185 , 0019839184 , 436  , DSRS913W-1      , 052154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0508 ,  1.380 , 00300 , 00456 ,  1.520 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .270 ,    .710 ,      ,         ,         ,         , 19839185-84               ,      ,      ,      ,       ,       ,
2015/02/21 , 0019839189 , 0019839190 , 436  , DSRS913W-1      , 052152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00399 ,  1.330 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .290 ,    .710 ,      ,         ,         ,         , S19839189-90              ,      ,      ,      ,       ,       ,
2015/02/21 , 0019839187 , 0019839188 , 436  , DSRS913W-1      , 052152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0496 ,  1.347 , 00300 , 00338 ,  1.126 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .900 ,    .340 ,    .740 ,      ,         ,         ,         , S19839187-88              ,      ,      ,      ,       ,       ,
2015/02/22 , 0019839175 , 0019839174 , 436  , DSRS913W-1      , 053154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00453 ,  1.510 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .370 ,    .640 ,      ,         ,         ,         , 19839175-74               ,      ,      ,      ,       ,       ,
2015/02/22 , 0019839178 , 0019839179 , 436  , DSRS913W-1      , 053152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00462 ,  1.540 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .370 ,    .680 ,      ,         ,         ,         , ID 19839178-79            ,      ,      ,      ,       ,       ,
2015/02/23 , 0019878083 , 0019878082 , 436  , DSRS913W-1      , 054154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00489 ,  1.630 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .810 ,    .330 ,    .660 ,      ,         ,         ,         , 19878083-82               ,      ,      ,      ,       ,       ,
2015/02/23 , 0019839170 , 0019839171 , 436  , DSRS913W-1      , 054152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0430 ,  1.168 , 00300 , 00405 ,  1.350 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .370 ,    .710 ,      ,         ,         ,         , S19839170-71              ,      ,      ,      ,       ,       ,
2015/02/23 , 0019839168 , 0019839169 , 436  , DSRS913W-1      , 054152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00349 ,  1.163 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .330 ,    .660 ,      ,         ,         ,         , S19839168-69              ,      ,      ,      ,       ,       ,
2015/02/24 , 0019878079 , 0019878078 , 436  , DSRS913W-1      , 055151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0590 ,  1.603 , 00300 , 00356 ,  1.186 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .420 ,    .690 ,      ,         ,         ,         , 19878079/78               ,      ,      ,      ,       ,       ,
2015/02/24 , 0019878077 , 0019878076 , 436  , DSRS913W-1      , 055151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00359 ,  1.196 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .370 ,    .660 ,      ,         ,         ,         , 19878077/76               ,      ,      ,      ,       ,       ,
2015/02/24 , 0019878075 , 0019878074 , 436  , DSRS913W-1      , 055151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00511 ,  1.703 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .890 ,    .410 ,    .700 ,      ,         ,         ,         , 19878075/74               ,      ,      ,      ,       ,       ,
2015/02/25 , 0019878069 , 0019878068 , 436  , DSRS913W-1      , 056151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00411 ,  1.370 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .380 ,    .660 ,      ,         ,         ,         , ID 19878069-68            ,      ,      ,      ,       ,       ,
