Date,Skid ID,Skid ID2,Line,Product,Lot Code,Test Type,Prime Resin,Prime Resin %,Sec Resin,Sec Resin %,Additive 1,Add 1 %,Additive 2,Add 2 %,Additive 3,Add 3 %,Array,Dart Spec,Dart Offline,Dart Ratio,Tear Spec,MD Tear Offline,MD Tear Ratio,TD Tear Offline,TD Tear Ratio,Opacity,Gauge Avg Spec,Gauge Min Spec,Gauge Avg,Gauge Range,Gauge Low,Gauge CoV,Gauge Retest,QA Tag Number1,QA Tag Number2,Comment,Dart 1 Day,Dart 2 Weeks,Dart 3 Months,Tear 1 Day,Tear 2 Weeks,Tear 3 Months
character,integer,integer,integer,factor,integer,character,character,numeric,character,numeric,character,numeric,character,numeric,character,numeric,integer,integer,integer,numeric,integer,integer,numeric,integer,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,integer,integer,character,integer,integer,integer,integer,integer,integer
